a = 2, b = 3, c = 5, 7797.34
a = 43, b = 13, c = 5, 7805.27
a = 43, b = 13, c = 7, 7737.23
a = 43, b = 13, c = 17, 7833.65
a = 43, b = 13, c = 19, 7744.15
a = 43, b = 13, c = 23, 7690.11
a = 43, b = 13, c = 53, 7908.54
a = 43, b = 17, c = 2, 7746.02
a = 43, b = 17, c = 3, 7577.66
a = 43, b = 17, c = 5, 7633.18
a = 43, b = 17, c = 7, 7572.14
a = 43, b = 17, c = 11, 7749.36
a = 43, b = 17, c = 13, 7797.73
a = 43, b = 17, c = 19, 7710.87
a = 43, b = 17, c = 23, 7733.26
a = 43, b = 17, c = 29, 7808.46
a = 43, b = 17, c = 31, 7901.46
a = 43, b = 17, c = 47, 7644.07
a = 43, b = 19, c = 2, 7824.87
a = 43, b = 19, c = 3, 7949.44
a = 43, b = 19, c = 5, 7751.15
a = 43, b = 19, c = 7, 7643.45
a = 43, b = 19, c = 11, 7951.00
a = 43, b = 19, c = 13, 7972.69
a = 43, b = 19, c = 17, 7828.52
a = 43, b = 19, c = 23, 7960.72
a = 43, b = 19, c = 29, 7754.18
a = 43, b = 19, c = 31, 7486.06
a = 43, b = 19, c = 37, 7764.14
a = 43, b = 19, c = 47, 7986.69
a = 43, b = 19, c = 53, 7689.33
a = 43, b = 23, c = 2, 7931.24
a = 43, b = 23, c = 3, 7848.58
a = 43, b = 23, c = 5, 8032.41
a = 43, b = 23, c = 7, 7772.53
a = 43, b = 23, c = 11, 7922.69
a = 43, b = 23, c = 13, 7879.84
a = 43, b = 23, c = 17, 7988.87
a = 43, b = 23, c = 19, 7781.40
a = 43, b = 23, c = 29, 7944.31
a = 43, b = 23, c = 31, 7628.05
a = 43, b = 23, c = 37, 7853.41
a = 43, b = 23, c = 41, 7921.06
a = 43, b = 23, c = 53, 7832.18
a = 43, b = 29, c = 2, 7652.08
a = 43, b = 29, c = 3, 7741.43
a = 43, b = 29, c = 11, 7864.06
a = 43, b = 29, c = 13, 7762.81
a = 43, b = 29, c = 17, 7839.10
a = 43, b = 29, c = 19, 7926.11
a = 43, b = 29, c = 23, 7875.41
a = 43, b = 29, c = 31, 7801.23
a = 43, b = 29, c = 59, 7984.59
a = 43, b = 31, c = 2, 7829.30
a = 43, b = 31, c = 3, 7893.30
a = 43, b = 31, c = 5, 7830.31
a = 43, b = 31, c = 7, 7678.99
a = 43, b = 31, c = 11, 7475.80
a = 43, b = 31, c = 13, 7722.84
a = 43, b = 31, c = 17, 7787.54
a = 43, b = 31, c = 29, 7613.36
a = 43, b = 37, c = 5, 7447.41
a = 43, b = 37, c = 7, 7726.50
a = 43, b = 37, c = 11, 7778.29
a = 43, b = 37, c = 13, 7650.68
a = 43, b = 37, c = 17, 7690.03
a = 43, b = 37, c = 29, 7837.46
a = 43, b = 41, c = 2, 7905.04
a = 43, b = 41, c = 3, 7706.20
a = 43, b = 41, c = 5, 7885.13
a = 43, b = 41, c = 7, 7679.37
a = 43, b = 41, c = 11, 7767.95
a = 43, b = 41, c = 17, 7827.20
a = 43, b = 41, c = 19, 7727.04
a = 43, b = 47, c = 3, 8051.00
a = 43, b = 47, c = 5, 7556.98
a = 43, b = 47, c = 7, 7655.58
a = 43, b = 47, c = 13, 8016.08
a = 43, b = 47, c = 17, 7935.52
a = 43, b = 47, c = 19, 7537.30
a = 43, b = 53, c = 11, 7859.78
a = 43, b = 59, c = 5, 7449.43
a = 43, b = 61, c = 3, 7895.01
a = 47, b = 2, c = 3, 7733.11
a = 47, b = 2, c = 5, 7818.02
a = 47, b = 2, c = 7, 7892.91
a = 47, b = 2, c = 11, 7748.35
a = 47, b = 2, c = 13, 7866.86
a = 47, b = 2, c = 19, 7801.23
a = 47, b = 2, c = 23, 7760.01
a = 47, b = 2, c = 29, 7576.57
a = 47, b = 2, c = 37, 7870.36
a = 47, b = 2, c = 41, 7882.88
a = 47, b = 2, c = 61, 7874.63
a = 47, b = 3, c = 5, 7639.95
a = 47, b = 3, c = 7, 7505.11
a = 47, b = 3, c = 11, 7730.85
a = 47, b = 3, c = 13, 7778.37
a = 47, b = 3, c = 17, 7614.76
a = 47, b = 3, c = 19, 7602.16
a = 47, b = 3, c = 23, 7841.04
a = 47, b = 3, c = 29, 7667.09
a = 47, b = 3, c = 31, 8034.98
a = 47, b = 3, c = 37, 7632.33
a = 47, b = 3, c = 43, 7634.58
a = 47, b = 3, c = 61, 7993.53
a = 47, b = 5, c = 2, 7731.71
a = 47, b = 5, c = 3, 7720.74
a = 47, b = 5, c = 11, 7804.34
a = 47, b = 5, c = 13, 7687.85
a = 47, b = 5, c = 17, 7697.49
a = 47, b = 5, c = 19, 7871.29
a = 47, b = 5, c = 23, 7740.18
a = 47, b = 5, c = 29, 7578.52
a = 47, b = 5, c = 31, 7921.76
a = 47, b = 5, c = 41, 7845.01
a = 47, b = 5, c = 59, 7839.25
a = 47, b = 5, c = 61, 7790.96
a = 47, b = 7, c = 2, 8049.36
a = 47, b = 7, c = 3, 7837.46
a = 47, b = 7, c = 5, 7895.40
a = 47, b = 7, c = 11, 6749.19
a = 47, b = 7, c = 13, 7398.66
a = 47, b = 7, c = 17, 8036.84
a = 47, b = 7, c = 19, 7796.72
a = 47, b = 7, c = 23, 7614.99
a = 47, b = 7, c = 29, 7927.12
a = 47, b = 7, c = 43, 7754.80
a = 47, b = 11, c = 2, 7628.91
a = 47, b = 11, c = 3, 7901.46
a = 47, b = 11, c = 5, 7575.10
a = 47, b = 11, c = 7, 7691.82
a = 47, b = 11, c = 13, 7992.60
a = 47, b = 11, c = 17, 7663.20
a = 47, b = 11, c = 19, 7738.71
a = 47, b = 11, c = 23, 7806.36
a = 47, b = 11, c = 29, 7553.48
a = 47, b = 11, c = 53, 7504.10
a = 47, b = 13, c = 2, 7524.55
a = 47, b = 13, c = 3, 7730.15
a = 47, b = 13, c = 5, 7595.39
a = 47, b = 13, c = 7, 7646.72
a = 47, b = 13, c = 11, 7914.99
a = 47, b = 13, c = 17, 7821.60
a = 47, b = 13, c = 19, 7445.08
a = 47, b = 13, c = 23, 7727.74
a = 47, b = 13, c = 29, 7852.47
a = 47, b = 13, c = 53, 7913.59
a = 47, b = 13, c = 59, 7692.83
a = 47, b = 17, c = 2, 7859.86
a = 47, b = 17, c = 3, 7782.64
a = 47, b = 17, c = 5, 7647.49
a = 47, b = 17, c = 7, 7855.27
a = 47, b = 17, c = 13, 7892.44
a = 47, b = 17, c = 19, 7988.63
a = 47, b = 17, c = 23, 7933.03
a = 47, b = 17, c = 29, 7751.85
a = 47, b = 17, c = 31, 7834.98
a = 47, b = 17, c = 37, 7910.09
a = 47, b = 17, c = 41, 7518.49
a = 47, b = 17, c = 43, 7837.23
a = 47, b = 17, c = 53, 7431.78
a = 47, b = 17, c = 59, 7662.58
a = 47, b = 17, c = 61, 7839.87
a = 47, b = 19, c = 2, 7763.98
a = 47, b = 19, c = 3, 8043.14
a = 47, b = 19, c = 5, 7740.65
a = 47, b = 19, c = 7, 7840.19
a = 47, b = 19, c = 11, 7599.82
a = 47, b = 19, c = 13, 7852.24
a = 47, b = 19, c = 17, 7514.91
a = 47, b = 19, c = 23, 7922.15
a = 47, b = 19, c = 31, 7795.08
a = 47, b = 19, c = 37, 7440.41
a = 47, b = 19, c = 41, 8006.52
a = 47, b = 19, c = 43, 7549.12
a = 47, b = 19, c = 59, 7842.44
a = 47, b = 23, c = 2, 7648.74
a = 47, b = 23, c = 3, 7681.71
a = 47, b = 23, c = 5, 8016.63
a = 47, b = 23, c = 7, 7826.89
a = 47, b = 23, c = 11, 7643.22
a = 47, b = 23, c = 13, 8017.02
a = 47, b = 23, c = 17, 7811.65
a = 47, b = 23, c = 19, 7847.96
a = 47, b = 23, c = 29, 7890.73
a = 47, b = 23, c = 31, 7677.74
a = 47, b = 23, c = 37, 7626.57
a = 47, b = 23, c = 41, 7676.03
a = 47, b = 29, c = 2, 7595.16
a = 47, b = 29, c = 3, 7518.95
a = 47, b = 29, c = 5, 7656.90
a = 47, b = 29, c = 7, 7511.02
a = 47, b = 29, c = 13, 7892.60
a = 47, b = 29, c = 17, 7873.62
a = 47, b = 29, c = 19, 7662.42
a = 47, b = 29, c = 23, 7548.04
a = 47, b = 31, c = 2, 7581.08
a = 47, b = 31, c = 3, 7713.36
a = 47, b = 31, c = 7, 7501.38
a = 47, b = 31, c = 13, 7645.00
a = 47, b = 31, c = 29, 7776.73
a = 47, b = 31, c = 37, 7505.34
a = 47, b = 37, c = 2, 7561.18
a = 47, b = 37, c = 3, 7683.11
a = 47, b = 37, c = 7, 7936.92
a = 47, b = 37, c = 11, 7644.85
a = 47, b = 37, c = 13, 8056.36
a = 47, b = 37, c = 17, 7791.43
a = 47, b = 37, c = 19, 7787.54
a = 47, b = 37, c = 31, 7951.54
a = 47, b = 41, c = 7, 7754.49
a = 47, b = 41, c = 11, 7757.29
a = 47, b = 41, c = 13, 7836.84
a = 47, b = 41, c = 23, 7742.83
a = 47, b = 41, c = 29, 7804.80
a = 47, b = 43, c = 3, 7765.38
a = 47, b = 43, c = 5, 7618.64
a = 47, b = 43, c = 7, 7611.26
a = 47, b = 43, c = 11, 7636.99
a = 47, b = 43, c = 13, 7660.09
a = 47, b = 43, c = 17, 7591.43
a = 47, b = 43, c = 19, 7683.65
a = 47, b = 43, c = 29, 7871.76
a = 47, b = 53, c = 3, 8040.50
a = 47, b = 53, c = 5, 7681.32
a = 47, b = 53, c = 7, 7686.53
a = 47, b = 53, c = 11, 7493.76
a = 47, b = 59, c = 5, 7789.02
a = 53, b = 2, c = 3, 7908.54
a = 53, b = 2, c = 5, 7823.08
a = 53, b = 2, c = 7, 7788.40
a = 53, b = 2, c = 11, 7603.56
a = 53, b = 2, c = 13, 7931.56
a = 53, b = 2, c = 17, 7812.74
a = 53, b = 2, c = 23, 7896.17
a = 53, b = 2, c = 29, 7662.19
a = 53, b = 2, c = 43, 7806.83
a = 53, b = 2, c = 59, 8047.03
a = 53, b = 3, c = 5, 7558.46
a = 53, b = 3, c = 7, 7973.39
a = 53, b = 3, c = 11, 7872.53
a = 53, b = 3, c = 13, 7630.39
a = 53, b = 3, c = 17, 7617.55
a = 53, b = 3, c = 19, 7567.94
a = 53, b = 3, c = 23, 7689.48
a = 53, b = 3, c = 29, 7915.38
a = 53, b = 3, c = 31, 8006.28
a = 53, b = 3, c = 37, 7869.35
a = 53, b = 3, c = 43, 7967.33
a = 53, b = 3, c = 61, 7558.22
a = 53, b = 5, c = 2, 7591.66
a = 53, b = 5, c = 3, 7878.76
a = 53, b = 5, c = 7, 7760.09
a = 53, b = 5, c = 11, 7961.88
a = 53, b = 5, c = 13, 7751.15
a = 53, b = 5, c = 17, 7769.19
a = 53, b = 5, c = 19, 7833.65
a = 53, b = 5, c = 23, 7970.44
a = 53, b = 5, c = 29, 7864.14
a = 53, b = 5, c = 59, 7665.92
a = 53, b = 7, c = 2, 7580.70
a = 53, b = 7, c = 3, 7646.72
a = 53, b = 7, c = 5, 7679.37
a = 53, b = 7, c = 13, 7745.01
a = 53, b = 7, c = 19, 7910.40
a = 53, b = 7, c = 23, 7775.57
a = 53, b = 7, c = 29, 7524.86
a = 53, b = 7, c = 43, 8057.06
a = 53, b = 11, c = 2, 7625.72
a = 53, b = 11, c = 3, 7840.11
a = 53, b = 11, c = 5, 7764.99
a = 53, b = 11, c = 7, 7635.13
a = 53, b = 11, c = 13, 7738.01
a = 53, b = 11, c = 19, 7687.31
a = 53, b = 11, c = 23, 8043.07
a = 53, b = 11, c = 29, 7946.72
a = 53, b = 11, c = 31, 7780.31
a = 53, b = 11, c = 37, 7835.83
a = 53, b = 11, c = 41, 7838.79
a = 53, b = 11, c = 43, 7676.03
a = 53, b = 11, c = 47, 7712.58
a = 53, b = 11, c = 59, 7725.88
a = 53, b = 11, c = 61, 7637.07
a = 53, b = 13, c = 2, 7444.07
a = 53, b = 13, c = 3, 7847.81
a = 53, b = 13, c = 5, 7840.89
a = 53, b = 13, c = 7, 7604.65
a = 53, b = 13, c = 11, 7762.58
a = 53, b = 13, c = 17, 7564.37
a = 53, b = 13, c = 19, 7860.17
a = 53, b = 13, c = 23, 7693.37
a = 53, b = 13, c = 41, 8017.33
a = 53, b = 13, c = 43, 7557.99
a = 53, b = 13, c = 47, 8031.63
a = 53, b = 17, c = 2, 7590.65
a = 53, b = 17, c = 3, 7727.74
a = 53, b = 17, c = 5, 7597.65
a = 53, b = 17, c = 7, 7804.49
a = 53, b = 17, c = 11, 7731.01
a = 53, b = 17, c = 13, 7671.29
a = 53, b = 17, c = 19, 7521.60
a = 53, b = 17, c = 23, 7546.87
a = 53, b = 17, c = 47, 7586.37
a = 53, b = 19, c = 2, 7715.15
a = 53, b = 19, c = 3, 7979.22
a = 53, b = 19, c = 5, 7867.64
a = 53, b = 19, c = 7, 7867.48
a = 53, b = 19, c = 11, 7847.34
a = 53, b = 19, c = 13, 7708.77
a = 53, b = 19, c = 23, 7857.06
a = 53, b = 19, c = 29, 7483.18
a = 53, b = 19, c = 43, 7919.66
a = 53, b = 23, c = 2, 7887.54
a = 53, b = 23, c = 3, 7884.28
a = 53, b = 23, c = 5, 7723.62
a = 53, b = 23, c = 11, 7978.68
a = 53, b = 23, c = 13, 7771.68
a = 53, b = 23, c = 19, 7743.29
a = 53, b = 23, c = 29, 7584.74
a = 53, b = 23, c = 41, 7765.85
a = 53, b = 23, c = 43, 7870.90
a = 53, b = 29, c = 2, 7898.82
a = 53, b = 29, c = 3, 7853.33
a = 53, b = 29, c = 5, 7803.87
a = 53, b = 29, c = 7, 7643.22
a = 53, b = 29, c = 11, 7609.62
a = 53, b = 29, c = 19, 7808.15
a = 53, b = 29, c = 23, 7932.57
a = 53, b = 31, c = 2, 7835.52
a = 53, b = 31, c = 3, 8045.24
a = 53, b = 31, c = 5, 7746.72
a = 53, b = 31, c = 7, 7726.81
a = 53, b = 31, c = 23, 7664.76
a = 53, b = 31, c = 29, 8058.15
a = 53, b = 37, c = 11, 7731.55
a = 53, b = 37, c = 17, 7817.71
a = 53, b = 37, c = 23, 7885.75
a = 53, b = 41, c = 11, 7534.97
a = 53, b = 41, c = 23, 7707.52
a = 53, b = 41, c = 31, 7735.60
a = 53, b = 43, c = 2, 7498.58
a = 53, b = 43, c = 7, 7758.23
a = 53, b = 43, c = 13, 7763.82
a = 53, b = 43, c = 31, 8000.22
a = 53, b = 47, c = 7, 7945.47
a = 53, b = 47, c = 17, 7977.98
a = 53, b = 47, c = 19, 7872.53
a = 53, b = 59, c = 5, 7517.71
a = 59, b = 2, c = 3, 7830.00
a = 59, b = 2, c = 5, 7712.03
a = 59, b = 2, c = 7, 7528.75
a = 59, b = 2, c = 11, 7482.09
a = 59, b = 2, c = 13, 7697.26
a = 59, b = 2, c = 17, 7842.91
a = 59, b = 2, c = 19, 7863.59
a = 59, b = 2, c = 23, 7686.22
a = 59, b = 2, c = 29, 7651.46
a = 59, b = 2, c = 37, 8066.01
a = 59, b = 2, c = 41, 7862.43
a = 59, b = 2, c = 53, 7854.49
a = 59, b = 3, c = 2, 7752.70
a = 59, b = 3, c = 5, 7867.79
a = 59, b = 3, c = 7, 7796.95
a = 59, b = 3, c = 13, 7778.99
a = 59, b = 3, c = 17, 8069.66
a = 59, b = 3, c = 23, 7932.33
a = 59, b = 3, c = 29, 7638.47
a = 59, b = 3, c = 31, 7577.04
a = 59, b = 3, c = 37, 7824.79
a = 59, b = 3, c = 43, 7788.63
a = 59, b = 3, c = 61, 7793.84
a = 59, b = 5, c = 2, 7855.27
a = 59, b = 5, c = 3, 7585.75
a = 59, b = 5, c = 7, 7664.52
a = 59, b = 5, c = 11, 7700.22
a = 59, b = 5, c = 13, 7843.22
a = 59, b = 5, c = 17, 7603.01
a = 59, b = 5, c = 19, 7743.61
a = 59, b = 5, c = 23, 7910.87
a = 59, b = 5, c = 29, 7854.34
a = 59, b = 5, c = 31, 7975.41
a = 59, b = 5, c = 37, 7842.44
a = 59, b = 5, c = 41, 7829.84
a = 59, b = 5, c = 43, 7936.14
a = 59, b = 5, c = 47, 7706.44
a = 59, b = 5, c = 53, 7804.26
a = 59, b = 5, c = 61, 7971.76
a = 59, b = 7, c = 3, 7776.58
a = 59, b = 7, c = 5, 7552.47
a = 59, b = 7, c = 11, 7793.92
a = 59, b = 7, c = 13, 7788.16
a = 59, b = 7, c = 19, 7644.23
a = 59, b = 7, c = 23, 7651.38
a = 59, b = 7, c = 29, 7769.03
a = 59, b = 7, c = 37, 7839.80
a = 59, b = 7, c = 41, 7836.30
a = 59, b = 7, c = 43, 7673.31
a = 59, b = 11, c = 2, 7822.22
a = 59, b = 11, c = 3, 7940.11
a = 59, b = 11, c = 5, 7770.28
a = 59, b = 11, c = 7, 7797.81
a = 59, b = 11, c = 13, 7599.67
a = 59, b = 11, c = 17, 7830.08
a = 59, b = 11, c = 19, 7785.91
a = 59, b = 11, c = 23, 7581.71
a = 59, b = 11, c = 31, 7724.24
a = 59, b = 11, c = 53, 7778.21
a = 59, b = 13, c = 2, 7613.43
a = 59, b = 13, c = 3, 7889.33
a = 59, b = 13, c = 5, 7581.32
a = 59, b = 13, c = 7, 7716.47
a = 59, b = 13, c = 11, 7584.12
a = 59, b = 13, c = 17, 7573.46
a = 59, b = 13, c = 19, 7779.14
a = 59, b = 13, c = 23, 7756.28
a = 59, b = 13, c = 47, 7705.35
a = 59, b = 17, c = 3, 7628.05
a = 59, b = 17, c = 5, 7730.31
a = 59, b = 17, c = 7, 7643.76
a = 59, b = 17, c = 11, 7875.96
a = 59, b = 17, c = 13, 7819.03
a = 59, b = 17, c = 19, 8015.07
a = 59, b = 17, c = 23, 7739.95
a = 59, b = 17, c = 47, 7719.42
a = 59, b = 19, c = 2, 7743.22
a = 59, b = 19, c = 3, 7927.05
a = 59, b = 19, c = 5, 7771.91
a = 59, b = 19, c = 7, 8008.93
a = 59, b = 19, c = 11, 7500.13
a = 59, b = 19, c = 13, 7614.91
a = 59, b = 19, c = 17, 7567.17
a = 59, b = 19, c = 23, 7852.78
a = 59, b = 19, c = 47, 7826.19
a = 59, b = 23, c = 2, 7776.73
a = 59, b = 23, c = 3, 7628.44
a = 59, b = 23, c = 5, 7690.18
a = 59, b = 23, c = 7, 7701.07
a = 59, b = 23, c = 17, 7796.10
a = 59, b = 23, c = 19, 7932.26
a = 59, b = 23, c = 29, 7606.98
a = 59, b = 23, c = 41, 7764.21
a = 59, b = 29, c = 5, 7641.58
a = 59, b = 29, c = 7, 7758.54
a = 59, b = 29, c = 11, 7935.75
a = 59, b = 29, c = 19, 6459.30
a = 59, b = 29, c = 23, 7753.56
a = 59, b = 29, c = 43, 8014.37
a = 59, b = 31, c = 2, 7797.65
a = 59, b = 31, c = 3, 7785.60
a = 59, b = 31, c = 11, 7701.93
a = 59, b = 37, c = 7, 7660.40
a = 59, b = 37, c = 23, 7663.36
a = 59, b = 41, c = 5, 7655.74
a = 59, b = 41, c = 19, 7307.75
a = 59, b = 41, c = 23, 7899.13
a = 59, b = 43, c = 5, 7664.29
a = 59, b = 43, c = 7, 7669.50
a = 59, b = 43, c = 13, 7337.15
a = 59, b = 43, c = 17, 7862.27
a = 59, b = 43, c = 19, 7921.84
a = 59, b = 47, c = 13, 7706.75
a = 59, b = 47, c = 17, 7730.15
a = 59, b = 53, c = 5, 7743.61
a = 59, b = 53, c = 11, 7952.55
a = 59, b = 53, c = 13, 7926.89
a = 61, b = 2, c = 5, 7867.56
a = 61, b = 2, c = 7, 7619.65
a = 61, b = 2, c = 11, 7768.26
a = 61, b = 2, c = 13, 7845.71
a = 61, b = 2, c = 17, 7784.35
a = 61, b = 2, c = 29, 7595.00
a = 61, b = 2, c = 31, 7583.34
a = 61, b = 2, c = 43, 7850.22
a = 61, b = 2, c = 47, 7809.94
a = 61, b = 3, c = 5, 7879.46
a = 61, b = 3, c = 7, 7735.83
a = 61, b = 3, c = 11, 7876.34
a = 61, b = 3, c = 13, 7586.99
a = 61, b = 3, c = 17, 7757.37
a = 61, b = 3, c = 19, 7589.72
a = 61, b = 3, c = 29, 7925.72
a = 61, b = 3, c = 31, 7866.70
a = 61, b = 3, c = 37, 7696.87
a = 61, b = 3, c = 41, 7907.06
a = 61, b = 3, c = 43, 7775.02
a = 61, b = 3, c = 47, 7662.58
a = 61, b = 3, c = 53, 7818.41
a = 61, b = 3, c = 59, 7550.68
a = 61, b = 5, c = 3, 7955.04
a = 61, b = 5, c = 7, 8035.60
a = 61, b = 5, c = 11, 7537.07
a = 61, b = 5, c = 13, 7625.33
a = 61, b = 5, c = 17, 7961.88
a = 61, b = 5, c = 19, 7761.26
a = 61, b = 5, c = 23, 7731.16
a = 61, b = 5, c = 29, 8008.93
a = 61, b = 5, c = 37, 7983.34
a = 61, b = 5, c = 47, 7841.04
a = 61, b = 5, c = 59, 7712.27
a = 61, b = 7, c = 2, 7717.48
a = 61, b = 7, c = 3, 7955.04
a = 61, b = 7, c = 5, 7944.08
a = 61, b = 7, c = 11, 7955.20
a = 61, b = 7, c = 13, 7911.18
a = 61, b = 7, c = 17, 7684.66
a = 61, b = 7, c = 19, 7814.45
a = 61, b = 7, c = 23, 7609.86
a = 61, b = 7, c = 29, 7975.65
a = 61, b = 7, c = 41, 8016.78
a = 61, b = 7, c = 43, 7651.69
a = 61, b = 11, c = 5, 7752.08
a = 61, b = 11, c = 13, 7978.21
a = 61, b = 11, c = 17, 7910.33
a = 61, b = 11, c = 19, 7866.78
a = 61, b = 11, c = 23, 7821.37
a = 61, b = 11, c = 29, 7973.94
a = 61, b = 11, c = 31, 7555.73
a = 61, b = 11, c = 53, 7824.48
a = 61, b = 13, c = 2, 8015.62
a = 61, b = 13, c = 3, 7977.12
a = 61, b = 13, c = 5, 7707.76
a = 61, b = 13, c = 7, 7577.59
a = 61, b = 13, c = 11, 7624.71
a = 61, b = 13, c = 17, 7909.78
a = 61, b = 13, c = 19, 7778.13
a = 61, b = 13, c = 23, 7649.20
a = 61, b = 13, c = 47, 7458.38
a = 61, b = 17, c = 2, 7706.75
a = 61, b = 17, c = 3, 7701.07
a = 61, b = 17, c = 5, 7732.87
a = 61, b = 17, c = 7, 7692.67
a = 61, b = 17, c = 11, 7827.28
a = 61, b = 17, c = 13, 7773.00
a = 61, b = 17, c = 19, 7455.03
a = 61, b = 17, c = 23, 7870.67
a = 61, b = 17, c = 47, 7756.05
a = 61, b = 19, c = 3, 7787.00
a = 61, b = 19, c = 5, 7789.56
a = 61, b = 19, c = 7, 7573.77
a = 61, b = 19, c = 11, 7536.92
a = 61, b = 19, c = 13, 8068.96
a = 61, b = 19, c = 17, 7464.60
a = 61, b = 19, c = 23, 7740.81
a = 61, b = 19, c = 47, 7715.53
a = 61, b = 23, c = 2, 7807.99
a = 61, b = 23, c = 3, 7816.16
a = 61, b = 23, c = 5, 7643.99
a = 61, b = 23, c = 7, 7890.65
a = 61, b = 23, c = 11, 7730.15
a = 61, b = 23, c = 13, 7620.59
a = 61, b = 23, c = 17, 7805.89
a = 61, b = 23, c = 29, 7722.84
a = 61, b = 23, c = 41, 7529.99
a = 61, b = 29, c = 5, 7821.21
a = 61, b = 29, c = 7, 7705.58
a = 61, b = 29, c = 23, 7501.22
a = 61, b = 31, c = 3, 7864.53
a = 61, b = 31, c = 11, 7895.86
a = 61, b = 37, c = 3, 8001.31
a = 61, b = 41, c = 23, 7835.75
a = 61, b = 43, c = 7, 7589.72
a = 61, b = 43, c = 19, 7682.25
a = 61, b = 47, c = 17, 7671.99
a = 61, b = 53, c = 11, 7716.39
a = 61, b = 53, c = 13, 7694.69
a = 61, b = 59, c = 5, 7492.51
